CB_Effective_Denisty,VB_Effective_Denisty,Electron mobility,Hole mobility,Electron Affinity,Bandgap,Dielectric permittivity,eta (%)                      ,Voc (V)                      ,Jsc (mA/cm2)                 ,FF (%)                       
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.75E+00,3.00E+00,1.90E+01,1.37E+00,1.66E+01,8.35E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.75E+00,4.33E+00,1.87E+01,1.37E+00,1.64E+01,8.31E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.75E+00,5.67E+00,1.84E+01,1.37E+00,1.63E+01,8.28E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.75E+00,7.00E+00,1.82E+01,1.37E+00,1.61E+01,8.26E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.77E+00,3.00E+00,1.87E+01,1.39E+00,1.62E+01,8.32E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.77E+00,4.33E+00,1.84E+01,1.38E+00,1.61E+01,8.28E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.77E+00,5.67E+00,1.82E+01,1.38E+00,1.59E+01,8.26E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.77E+00,7.00E+00,1.80E+01,1.38E+00,1.58E+01,8.24E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.78E+00,3.00E+00,1.83E+01,1.40E+00,1.58E+01,8.29E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.78E+00,4.33E+00,1.81E+01,1.40E+00,1.56E+01,8.26E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.78E+00,5.67E+00,1.79E+01,1.40E+00,1.55E+01,8.24E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.78E+00,7.00E+00,1.77E+01,1.40E+00,1.54E+01,8.23E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,3.00E+00,1.76E+01,1.41E+00,1.50E+01,8.26E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,4.33E+00,1.74E+01,1.41E+00,1.49E+01,8.24E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,5.67E+00,1.72E+01,1.41E+00,1.48E+01,8.22E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.65E+00,1.80E+00,7.00E+00,1.71E+01,1.41E+00,1.47E+01,8.22E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,3.00E+00,1.83E+01,1.36E+00,1.60E+01,8.38E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,4.33E+00,1.81E+01,1.36E+00,1.59E+01,8.37E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,5.67E+00,1.80E+01,1.36E+00,1.58E+01,8.36E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.75E+00,7.00E+00,1.79E+01,1.36E+00,1.58E+01,8.35E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,3.00E+00,1.80E+01,1.38E+00,1.56E+01,8.35E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,4.33E+00,1.78E+01,1.38E+00,1.55E+01,8.34E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,5.67E+00,1.78E+01,1.38E+00,1.55E+01,8.34E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.77E+00,7.00E+00,1.77E+01,1.38E+00,1.54E+01,8.33E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,3.00E+00,1.76E+01,1.39E+00,1.52E+01,8.33E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,4.33E+00,1.75E+01,1.39E+00,1.51E+01,8.32E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,5.67E+00,1.74E+01,1.39E+00,1.50E+01,8.32E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.78E+00,7.00E+00,1.74E+01,1.39E+00,1.50E+01,8.32E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,3.00E+00,1.69E+01,1.41E+00,1.45E+01,8.31E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,4.33E+00,1.68E+01,1.41E+00,1.44E+01,8.31E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,5.67E+00,1.68E+01,1.41E+00,1.44E+01,8.30E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.73E+00,1.80E+00,7.00E+00,1.67E+01,1.41E+00,1.43E+01,8.31E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,3.00E+00,1.76E+01,1.36E+00,1.55E+01,8.38E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,4.33E+00,1.75E+01,1.36E+00,1.54E+01,8.38E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,5.67E+00,1.75E+01,1.36E+00,1.54E+01,8.38E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.75E+00,7.00E+00,1.75E+01,1.36E+00,1.54E+01,8.38E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,3.00E+00,1.74E+01,1.37E+00,1.51E+01,8.37E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,4.33E+00,1.73E+01,1.37E+00,1.51E+01,8.37E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,5.67E+00,1.73E+01,1.37E+00,1.51E+01,8.37E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.77E+00,7.00E+00,1.73E+01,1.37E+00,1.50E+01,8.37E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,3.00E+00,1.71E+01,1.39E+00,1.47E+01,8.36E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,4.33E+00,1.71E+01,1.39E+00,1.47E+01,8.36E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,5.67E+00,1.71E+01,1.39E+00,1.47E+01,8.36E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.78E+00,7.00E+00,1.70E+01,1.39E+00,1.47E+01,8.37E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,3.00E+00,1.66E+01,1.40E+00,1.41E+01,8.36E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,4.33E+00,1.65E+01,1.40E+00,1.41E+01,8.36E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,5.67E+00,1.65E+01,1.40E+00,1.41E+01,8.36E+01
1.00E+18,2.56E+19,3.25E+00,5.00E+00,3.80E+00,1.80E+00,7.00E+00,1.65E+01,1.40E+00,1.41E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,3.00E+00,1.91E+01,1.36E+00,1.67E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,4.33E+00,1.87E+01,1.36E+00,1.65E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,5.67E+00,1.84E+01,1.36E+00,1.63E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.75E+00,7.00E+00,1.82E+01,1.36E+00,1.62E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,3.00E+00,1.88E+01,1.38E+00,1.63E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,4.33E+00,1.84E+01,1.37E+00,1.61E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,5.67E+00,1.82E+01,1.37E+00,1.60E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.77E+00,7.00E+00,1.80E+01,1.37E+00,1.58E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,3.00E+00,1.83E+01,1.39E+00,1.58E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,4.33E+00,1.81E+01,1.39E+00,1.57E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,5.67E+00,1.79E+01,1.39E+00,1.56E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.78E+00,7.00E+00,1.77E+01,1.39E+00,1.54E+01,8.26E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,3.00E+00,1.76E+01,1.40E+00,1.51E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,4.33E+00,1.74E+01,1.40E+00,1.50E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,5.67E+00,1.72E+01,1.40E+00,1.48E+01,8.26E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.65E+00,1.80E+00,7.00E+00,1.70E+01,1.40E+00,1.48E+01,8.25E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,3.00E+00,1.82E+01,1.35E+00,1.60E+01,8.40E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,4.33E+00,1.81E+01,1.35E+00,1.59E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,5.67E+00,1.79E+01,1.35E+00,1.58E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.75E+00,7.00E+00,1.78E+01,1.35E+00,1.58E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,3.00E+00,1.79E+01,1.37E+00,1.56E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,4.33E+00,1.78E+01,1.37E+00,1.56E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,5.67E+00,1.77E+01,1.37E+00,1.55E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.77E+00,7.00E+00,1.76E+01,1.37E+00,1.54E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,3.00E+00,1.75E+01,1.38E+00,1.52E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,4.33E+00,1.74E+01,1.38E+00,1.51E+01,8.34E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,5.67E+00,1.73E+01,1.38E+00,1.51E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.78E+00,7.00E+00,1.73E+01,1.38E+00,1.50E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,3.00E+00,1.68E+01,1.40E+00,1.45E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,4.33E+00,1.68E+01,1.40E+00,1.44E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,5.67E+00,1.67E+01,1.39E+00,1.44E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.73E+00,1.80E+00,7.00E+00,1.67E+01,1.39E+00,1.43E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,3.00E+00,1.75E+01,1.35E+00,1.55E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,4.33E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,5.67E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.75E+00,7.00E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,3.00E+00,1.73E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,4.33E+00,1.72E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,5.67E+00,1.72E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.77E+00,7.00E+00,1.72E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,3.00E+00,1.70E+01,1.38E+00,1.47E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,4.33E+00,1.70E+01,1.38E+00,1.47E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,5.67E+00,1.69E+01,1.38E+00,1.47E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.78E+00,7.00E+00,1.69E+01,1.38E+00,1.47E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,3.00E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,4.33E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,5.67E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,1.50E+00,3.80E+00,1.80E+00,7.00E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,3.00E+00,1.91E+01,1.36E+00,1.67E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,4.33E+00,1.87E+01,1.36E+00,1.65E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,5.67E+00,1.84E+01,1.36E+00,1.63E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.75E+00,7.00E+00,1.82E+01,1.36E+00,1.62E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,3.00E+00,1.88E+01,1.38E+00,1.63E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,4.33E+00,1.84E+01,1.37E+00,1.61E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,5.67E+00,1.82E+01,1.37E+00,1.60E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.77E+00,7.00E+00,1.80E+01,1.37E+00,1.58E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,3.00E+00,1.83E+01,1.39E+00,1.58E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,4.33E+00,1.81E+01,1.39E+00,1.57E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,5.67E+00,1.78E+01,1.39E+00,1.56E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.78E+00,7.00E+00,1.77E+01,1.39E+00,1.54E+01,8.26E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,3.00E+00,1.76E+01,1.40E+00,1.51E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,4.33E+00,1.74E+01,1.40E+00,1.50E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,5.67E+00,1.72E+01,1.40E+00,1.48E+01,8.26E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.65E+00,1.80E+00,7.00E+00,1.70E+01,1.40E+00,1.48E+01,8.25E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,3.00E+00,1.82E+01,1.35E+00,1.60E+01,8.40E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,4.33E+00,1.81E+01,1.35E+00,1.59E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,5.67E+00,1.79E+01,1.35E+00,1.58E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.75E+00,7.00E+00,1.78E+01,1.35E+00,1.58E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,3.00E+00,1.79E+01,1.37E+00,1.56E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,4.33E+00,1.78E+01,1.37E+00,1.56E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,5.67E+00,1.77E+01,1.37E+00,1.55E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.77E+00,7.00E+00,1.76E+01,1.37E+00,1.54E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,3.00E+00,1.75E+01,1.38E+00,1.52E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,4.33E+00,1.74E+01,1.38E+00,1.51E+01,8.34E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,5.67E+00,1.73E+01,1.38E+00,1.51E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.78E+00,7.00E+00,1.73E+01,1.38E+00,1.50E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,3.00E+00,1.68E+01,1.40E+00,1.45E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,4.33E+00,1.68E+01,1.40E+00,1.44E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,5.67E+00,1.67E+01,1.39E+00,1.44E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.73E+00,1.80E+00,7.00E+00,1.67E+01,1.39E+00,1.43E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,3.00E+00,1.75E+01,1.35E+00,1.55E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,4.33E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,5.67E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.75E+00,7.00E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,3.00E+00,1.72E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,4.33E+00,1.72E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,5.67E+00,1.72E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.77E+00,7.00E+00,1.72E+01,1.36E+00,1.51E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,3.00E+00,1.70E+01,1.38E+00,1.47E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,4.33E+00,1.70E+01,1.38E+00,1.47E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,5.67E+00,1.69E+01,1.38E+00,1.47E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.78E+00,7.00E+00,1.69E+01,1.38E+00,1.47E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,3.00E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,4.33E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,5.67E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,3.25E+00,3.80E+00,1.80E+00,7.00E+00,1.64E+01,1.39E+00,1.41E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,3.00E+00,1.91E+01,1.36E+00,1.67E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,4.33E+00,1.87E+01,1.36E+00,1.65E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,5.67E+00,1.84E+01,1.36E+00,1.63E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.75E+00,7.00E+00,1.82E+01,1.36E+00,1.62E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,3.00E+00,1.88E+01,1.38E+00,1.63E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,4.33E+00,1.84E+01,1.37E+00,1.61E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,5.67E+00,1.82E+01,1.37E+00,1.60E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.77E+00,7.00E+00,1.80E+01,1.37E+00,1.58E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,3.00E+00,1.83E+01,1.39E+00,1.58E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,4.33E+00,1.81E+01,1.39E+00,1.57E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,5.67E+00,1.78E+01,1.39E+00,1.56E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.78E+00,7.00E+00,1.77E+01,1.39E+00,1.54E+01,8.26E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,3.00E+00,1.76E+01,1.40E+00,1.51E+01,8.30E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,4.33E+00,1.74E+01,1.40E+00,1.50E+01,8.28E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,5.67E+00,1.72E+01,1.40E+00,1.48E+01,8.26E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.65E+00,1.80E+00,7.00E+00,1.70E+01,1.40E+00,1.48E+01,8.25E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,3.00E+00,1.82E+01,1.35E+00,1.60E+01,8.40E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,4.33E+00,1.81E+01,1.35E+00,1.59E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,5.67E+00,1.79E+01,1.35E+00,1.58E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.75E+00,7.00E+00,1.78E+01,1.35E+00,1.58E+01,8.37E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,3.00E+00,1.79E+01,1.37E+00,1.56E+01,8.38E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,4.33E+00,1.78E+01,1.37E+00,1.56E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,5.67E+00,1.77E+01,1.37E+00,1.55E+01,8.36E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.77E+00,7.00E+00,1.76E+01,1.37E+00,1.54E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,3.00E+00,1.75E+01,1.38E+00,1.52E+01,8.35E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,4.33E+00,1.74E+01,1.38E+00,1.51E+01,8.34E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,5.67E+00,1.73E+01,1.38E+00,1.51E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.78E+00,7.00E+00,1.73E+01,1.38E+00,1.50E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,3.00E+00,1.68E+01,1.40E+00,1.45E+01,8.33E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,4.33E+00,1.68E+01,1.40E+00,1.44E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,5.67E+00,1.67E+01,1.39E+00,1.44E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.73E+00,1.80E+00,7.00E+00,1.67E+01,1.39E+00,1.43E+01,8.32E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,3.00E+00,1.75E+01,1.35E+00,1.55E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,4.33E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,5.67E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
1.00E+18,2.56E+19,5.00E+00,5.00E+00,3.80E+00,1.75E+00,7.00E+00,1.74E+01,1.35E+00,1.54E+01,8.39E+01
